,Unnamed: 0,Class,Incident,Crime,Date,Time,Location Name,Address,Accuracy,Agency,Lat,Lng,Hour,Density
309,309,Motor Vehicle Theft,230704686,Motor Vehicle Theft - Generalist,9/7/2023,8:13:00 PM,Street,"Sr 315 S And I, 6xx W Columbus, Oh, 43215",Intersection,Columbus Division Of Police (Oh),39.9725897,-83.0217754,20,762.8804955038021
310,310,Weapons Violation,230700229,Weapons Offense,9/7/2023,8:08:00 PM,Street,"22xx Howey Rd, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0164497,-82.9842704,20,1132.5624335020937
311,311,Assault - Simple,230700012,Domestic Violence,9/7/2023,6:30:00 PM,Multiple Dwelling,"3xx E 13th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9972924,-82.9954839,18,1262.255286583547
312,312,All Other - Criminal,233010446,Menacing - Ziu,9/7/2023,6:20:00 PM,Parking Lot,"14xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,18,1966.8552879727874
313,313,Motor Vehicle Theft,230701163,Motor Vehicle Theft - Generalist,9/7/2023,6:00:00 PM,Parking Lot,"21xx Summit St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9951251,-83.0014788,18,1982.1360321066775
314,314,Theft,202301392,Theft_deception - All Other Thefts,9/7/2023,6:00:00 PM,Single Family Home,"16xx Tremont Rd, Upper Arlington, Oh 43212",Address,Upper Arlington Police Department,39.9966278,-83.0625019,18,466.59261256404824
315,315,Motor Vehicle Theft,233010444,Motor Vehicle Theft - Generalist,9/7/2023,5:50:00 PM,Street,"7xx Thurber Dr E, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9765105,-83.0129811,17,605.4034080088593
316,316,All Other - Criminal,202301370,Issuance Of Warrant Upon Failure To Appear,9/7/2023,2:57:00 PM,Jail/prison,"3xx Lincoln Ave, Lancaster, Oh 43130",Address,Upper Arlington Police Department,39.7115812,-82.6127089,14,370.22528241539885
317,317,Theft,23000730,Theft - All Other Larceny,9/7/2023,12:08:00 PM,,"11xx Parkway Dr, Columbus, Oh",Address,Grandview Heights Police Department,39.9814485,-83.0350207,24,494.5323073299853
318,318,Theft,230701110,Theft - Mail,9/7/2023,12:00:00 PM,Other Business Office,"29xx Silver Dr, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0264258,-82.9948904,24,371.3368025532104
319,319,All Other - Criminal,230698989,Menacing - Ziu,9/7/2023,11:49:00 AM,Single Family Home,"15xx Republic Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.015664,-82.9700598,11,717.0408398507861
320,320,Shoplifting,23000729,Theft - Shoplifting,9/7/2023,11:38:00 AM,,"7xx Grandview Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9795352,-83.0451845,11,618.9467482382848
321,321,All Other - Non-Criminal,202301367,Non-criminal Incident,9/7/2023,11:00:00 AM,,"13xx Fishinger Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0296198,-83.0791226,11,370.2280760993036
322,322,Disorderly Conduct,230698902,Disorderly Conduct,9/7/2023,11:00:00 AM,Street,"E 11th Ave & N Grant Ave, Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),39.9942683,-82.9957476,11,476.3462901717996
323,323,All Other - Criminal,202301365,Warrant,9/7/2023,8:01:00 AM,Street,"Kenny Dr & Shady Hill Rd, Columbus, Oh 43221",Address,Upper Arlington Police Department,40.0206577,-83.0433198,8,373.8246311014134
324,324,All Other - Criminal,230698557,Menacing - Ziu,9/7/2023,7:32:00 AM,Single Family Home,"9xx E 15th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9989962,-82.9828019,7,1068.7384560287815
325,325,Assault - Simple,230698505,Domestic Violence,9/7/2023,7:30:00 AM,Single Family Home,"3xx Tibet Rd, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0237644,-83.0054265,7,616.6594411976896
326,326,Assault - Aggravated,230714977,Felony Assault,9/7/2023,3:00:00 AM,Residential Facility,"37xx Olentangy River Rd, Columbus, Oh 43214",Address,Columbus Division Of Police (Oh),40.0525631,-83.0337448,3,370.22532762832833
327,327,Weapons Violation,230698095,Weapons Offense,9/7/2023,1:57:00 AM,School,"13xx Duxberry Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091135,-82.9760462,1,2720.3278446715103
328,328,Traffic Incident,230697974,Traffic Arrest,9/7/2023,12:26:00 AM,Street,"Xx E 15th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9994385,-82.9955846,12,2731.987709015999
329,329,Robbery - Individual,230697896,Robbery - Individual,9/6/2023,11:20:00 PM,Parking Lot,"8xx Mt Vernon Ave, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9723555,-82.9721455,23,374.5023431443878
330,330,Assault - Simple,230697885,Domestic Violence,9/6/2023,11:00:00 PM,57 - Camp / Campground,"Iro, 27xx N High St, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0188208,-83.0124675,23,795.6147208808478
331,331,All Other - Criminal,202301363,Issuance Of Warrant Upon Failure To Appear,9/6/2023,10:43:00 PM,Government Office,"36xx Tremont Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0158356,-83.0656524,22,520.7210144200589
332,332,Assault - Simple,230699854,Domestic Violence,9/6/2023,10:30:00 PM,Single Family Home,"29xx Hiawatha St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0232662,-82.9861232,22,969.5975762597732
333,333,Traffic Incident,230697715,Traffic Arrest,9/6/2023,9:37:00 PM,Street,"I6xx W B And Neil Ave, Columbus, Oh 43215",Intersection,Columbus Division Of Police (Oh),39.9784808,-83.0113502,21,1522.6241994782167
334,334,Motor Vehicle Theft,230697597,Motor Vehicle Theft - Generalist,9/6/2023,8:47:00 PM,Multiple Dwelling,"8xx Ingleside Ave, Columbus, Oh 43204",Address,Columbus Division Of Police (Oh),39.9791418,-83.0180446,20,1040.1292876603318
335,335,All Other - Criminal,230697573,Menacing - Ziu,9/6/2023,8:37:00 PM,Yard,"11xx Walters St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9877916,-82.9830266,20,1464.4913223263115
336,336,All Other - Criminal,230697226,Menacing - Ziu,9/6/2023,6:19:00 PM,Library,"14xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,18,1966.8552879727874
337,337,Motor Vehicle Theft,230698256,Motor Vehicle Theft - Generalist,9/6/2023,6:00:00 PM,Street,"4xx E 12th Ave, Apt A Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),39.9961721,-82.9834846,18,544.2802300004682
338,338,All Other - Criminal,230697151,Menacing - Ziu,9/6/2023,5:52:00 PM,Single Family Home,"13xx E Maynard Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0101268,-82.9787601,17,787.2774955279682
339,339,Motor Vehicle Theft,230696933,Motor Vehicle Theft - Generalist,9/6/2023,4:30:00 PM,Parking Lot,"7xx Camden Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9903306,-82.9800163,16,647.1095313611773
340,340,Theft,230698880,Theft - Mail,9/6/2023,3:31:00 PM,Financial Institution,"17xx Genessee Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0186954,-82.9650389,15,1579.2052837023189
341,341,All Other - Criminal,202301359,Issuance Of Warrant Upon Failure To Appear,9/6/2023,3:20:00 PM,Street,"14xx W Lane Ave, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0071931,-83.0535706,15,1002.9287893566426
342,342,Motor Vehicle Theft,230696828,Motor Vehicle Theft - Generalist,9/6/2023,2:41:00 PM,Parking Lot,"7xx E Hudson St, Columbus, Oh 43221",Address,Columbus Division Of Police (Oh),40.0135458,-82.9647839,14,482.27308404457307
343,343,Assault - Simple,230696971,Domestic Violence,9/6/2023,2:35:00 PM,Multiple Dwelling,"11xx Fabron Ave, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9753823,-82.9730647,14,972.6785205335376
344,344,All Other - Non-Criminal,202301357,Non-criminal Incident,9/6/2023,1:49:00 PM,,"16xx Andover Rd, Upper Arlington, Oh 43212",Address,Upper Arlington Police Department,39.9971675,-83.0556802,13,370.5628639561651
345,345,Motor Vehicle Theft,230698135,Motor Vehicle Theft - Generalist,9/6/2023,1:00:00 PM,Street,"2xx W Hubbard Ave, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9784204,-83.0096282,13,592.0316592944208
346,346,Theft,202301397,Theft - All Other Thefts,9/6/2023,12:00:00 PM,Financial Institution,"16xx Berkshire Rd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0053361,-83.0561396,24,418.1011788664487
347,347,Theft,230696018,Theft - Misdemeanor - Ziu,9/6/2023,9:58:00 AM,Parking Lot,"Xx W Greenwood Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.986304,-83.0073515,9,740.3745048716912
348,348,Assault - Aggravated,230602677,Felony Assault,9/6/2023,9:00:00 AM,Street,"17xx Geraldine Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),40.0023984,-82.9533658,9,376.04055135399176
349,349,Vandalism,233010579,Damage To Property,9/6/2023,3:15:00 AM,Street,"6xx E 3rd Ave, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9834638,-82.9893701,3,695.7837966079294
350,350,Burglary from Motor Vehicle,230695479,Theft - From Motor Vehicle - Petit - Ziu,9/6/2023,3:10:00 AM,Street,"6xx E Starr Ave, Columbus, Oh 43219",Address,Columbus Division Of Police (Oh),39.9824835,-82.9840751,3,705.0873401510588
351,351,Shoplifting,23000727,Theft - Shoplifting,9/6/2023,2:31:00 AM,,"7xx Grandview Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9795352,-83.0451845,2,370.3628613464586
352,352,All Other - Criminal,230695402,Menacing - Ziu,9/6/2023,1:47:00 AM,Shelter-mission / Homeless,"12xx Corrugated Way, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9890172,-82.9904579,1,885.8176879145008
353,353,Assault - Aggravated,230695382,Felony Assault,9/6/2023,1:05:00 AM,Gas Station,"12xx E Hudson St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0140472,-82.9757029,1,3020.7601036482324
354,354,Weapons Violation,230695342,Weapons Offense,9/6/2023,1:00:00 AM,Parking Lot,"12xx E Hudson St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0140472,-82.9757029,1,3020.7601036482324
355,355,Motor Vehicle Theft,230696625,Motor Vehicle Theft - Generalist,9/5/2023,11:00:00 PM,Street,"20xx Summit St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9951251,-83.0014788,23,1241.0334918203891
356,356,Motor Vehicle Theft,230697046,Motor Vehicle Theft - Generalist,9/5/2023,10:30:00 PM,Parking Lot,"Xx E 12th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.996278,-82.9866104,22,1782.8189484350119
357,357,Motor Vehicle Theft,230696394,Motor Vehicle Theft - Generalist,9/5/2023,8:00:00 PM,Street,"Xx E Weber Rd, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0245397,-83.0043657,20,465.2143391291653
358,358,Motor Vehicle Theft,230694826,Motor Vehicle Theft - Generalist,9/5/2023,8:00:00 PM,Street,"X Buttles Ave, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9774987,-83.011199,20,1100.360539827832
359,359,Theft,202301399,Theft_without Consent - All Other Thefts,9/5/2023,7:00:00 PM,Single Family Home,"31xx Northwest Blvd, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0079921,-83.0581162,19,702.3467825046167
360,360,Robbery - Commercial,230694525,Robbery - Business,9/5/2023,5:59:00 PM,Other Retail Store,"31xx N High St, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0188208,-83.0124675,17,504.0955944154131
361,361,Motor Vehicle Theft,230695317,Motor Vehicle Theft - Generalist,9/5/2023,4:45:00 PM,Parking Lot,"15xx N High St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9940977,-83.0068864,16,1035.867500281141
362,362,All Other - Non-Criminal,01-23-005740,Unspecified,9/5/2023,4:38:00 PM,,"17xx Olentangy River Rd, Clinton Twp, Oh 43224",Address,Franklin County Sheriff's Office,40.0201128,-83.02456,16,774.5197619170132
363,363,All Other - Criminal,230694562,Menacing - Ziu,9/5/2023,2:00:00 PM,Single Family Home,"11xx Piedmont Rd, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0339072,-82.9780488,14,783.8358576998903
364,364,All Other - Criminal,230693788,Menacing - Ziu,9/5/2023,1:15:00 PM,Multiple Dwelling,"13xx E 18th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0017017,-82.9839378,13,909.3654676407247
365,365,All Other - Criminal,01-23-005804,Domestic Violence,9/5/2023,12:14:00 PM,,"20xx Republic Av, Columbus, Oh 43211",Address,Franklin County Sheriff's Office,40.015664,-82.9700598,24,1341.9506646011573
366,366,All Other - Non-Criminal,202301391,Non-criminal Incident,9/5/2023,11:00:00 AM,,"14xx W Lane Ave, Upper Arlington, Oh 43221",Address,Upper Arlington Police Department,40.0071931,-83.0535706,11,377.81349488659515
367,367,All Other - Criminal,230693489,Menacing - Ziu,9/5/2023,11:00:00 AM,Street,"21xx Iuka Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.0047061,-83.0022502,11,539.6944574575059
368,368,Burglary from Motor Vehicle,233010374,Theft - From Motor Vehicle - Petit - Ziu,9/5/2023,10:30:00 AM,Parking Lot,"6xx Harley Dr, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0214411,-83.0296833,10,370.2364527896891
369,369,Assault - Simple,230693342,Domestic Violence,9/5/2023,10:00:00 AM,Single Family Home,"24xx Lexington Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.008079,-82.9806532,10,1626.3887412563743
370,370,All Other - Criminal,230693323,Menacing - Ziu,9/5/2023,9:05:00 AM,Street,"20xx Hamilton Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0141835,-82.9789869,9,1095.069924668083
371,371,All Other - Criminal,230693139,Truancy,9/5/2023,7:40:00 AM,School,"2xx N 22nd St, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9689723,-82.9712048,7,370.4359723765204
372,372,Theft,230692874,Theft - Misdemeanor - Ziu,9/5/2023,2:00:00 AM,Single Family Home,"Xx King Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9905274,-83.0164178,2,914.4144249034786
373,373,Shoplifting,23000725,Theft - Shoplifting,9/5/2023,12:53:00 AM,,"7xx Grandview Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9795352,-83.0451845,12,1693.6282912225063
374,374,Shoplifting,23000724,Theft - Shoplifting,9/5/2023,12:21:00 AM,,"7xx Grandview Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9795352,-83.0451845,12,1693.6282912225063
375,375,All Other - Non-Criminal,230692557,Missing Person,9/4/2023,9:00:00 PM,Single Family Home,"27xx Atwood Ter, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0208157,-82.9851683,21,1176.9016949851916
376,376,All Other - Non-Criminal,230692588,Missing Person,9/4/2023,9:00:00 PM,Park/playground,"13xx Briarwood Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0165695,-82.9699998,21,1603.8696506981062
377,377,All Other - Non-Criminal,230692494,Missing Person,9/4/2023,9:00:00 PM,Park/playground,"13xx Briarwood Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0165695,-82.9699998,21,1603.8696506981062
378,378,Motor Vehicle Theft,230693588,Motor Vehicle Theft - Generalist,9/4/2023,8:45:00 PM,Parking Lot,"Xx E 12th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.996278,-82.9866104,20,1413.5254015108871
379,379,Motor Vehicle Theft,230693698,Motor Vehicle Theft - Generalist,9/4/2023,8:00:00 PM,Street,"2xx E 17th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.0009158,-82.9892364,20,1126.037312819577
380,380,All Other - Criminal,230692553,Menacing - Ziu,9/4/2023,7:00:00 PM,Single Family Home,"10xx E 17th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0003473,-82.9754196,19,566.3161606880948
381,381,All Other - Criminal,230691457,Menacing - Ziu,9/4/2023,3:25:00 PM,Single Family Home,"11xx Vesta Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9952939,-82.9773699,15,409.51341527530985
382,382,Assault - Aggravated,230691164,Felony Assault,9/4/2023,1:24:00 PM,Park/playground,"12xx Briarwood Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0165695,-82.9699998,13,1008.6451828533757
383,383,Theft,230699405,Theft - Misdemeanor - Ziu,9/4/2023,11:20:00 AM,Single Family Home,"26xx Medary Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0162521,-83.0055466,11,456.2896943645908
384,384,Theft,230690729,Theft - Involving Elderly / Disabled - Generalist,9/4/2023,10:18:00 AM,Multiple Dwelling,"10xx E 20th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0035694,-82.9830206,10,1340.1252212965903
385,385,All Other - Non-Criminal,230690696,Missing Person,9/4/2023,10:01:00 AM,Single Family Home,"2xx N 17th St, Columbus, Oh 43203",Address,Columbus Division Of Police (Oh),39.9674179,-82.9771827,10,399.3380176954851
386,386,All Other - Criminal,230690304,Menacing - Ziu,9/4/2023,3:19:00 AM,Single Family Home,"21xx Summit St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9951251,-83.0014788,3,414.8570978764111
387,387,Traffic Incident,230690113,Traffic Arrest,9/4/2023,12:55:00 AM,Street,"N Wall St & W Long St, Columbus, Oh 43215",Intersection,Columbus Division Of Police (Oh),39.964831,-83.0020795,12,1138.0258078161162
388,388,Motor Vehicle Theft,230691191,Motor Vehicle Theft - Generalist,9/4/2023,12:00:00 AM,Parking Lot,"13xx Highland St, Apt C Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9859486,-83.010943,12,1355.4724813149421
389,389,Theft,230696382,Theft - Misdemeanor - Ziu,9/3/2023,11:00:00 PM,Multiple Dwelling,"11xx Ontario St, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0161253,-82.9766586,23,772.9778938475837
390,390,Assault - Simple,230689895,Domestic Violence,9/3/2023,10:45:00 PM,Multiple Dwelling,"11xx E 26th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0080923,-82.9720703,22,1628.658249797027
391,391,Motor Vehicle Theft,230690093,Motor Vehicle Theft - Generalist,9/3/2023,10:30:00 PM,Parking Garage,"2xx E Long St, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.96786,-82.9759179,22,1666.3026706199355
392,392,Motor Vehicle Theft,230689764,Motor Vehicle Theft - Generalist,9/3/2023,10:09:00 PM,Restaurant,"12xx Essex Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9934439,-82.9875033,22,1756.7595717205813
393,393,Theft,230689978,Theft - Misdemeanor - Ziu,9/3/2023,10:00:00 PM,Single Family Home,"1xx N 17th St, Columbus, Oh 43205",Address,Columbus Division Of Police (Oh),39.9674179,-82.9771827,22,1654.600790367449
394,394,All Other - Non-Criminal,230692741,Missing Person,9/3/2023,8:00:00 PM,Multiple Dwelling,"2xx E Long St, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.96786,-82.9759179,20,557.7803630673118
395,395,Assault - Simple,230689756,Domestic Violence,9/3/2023,8:00:00 PM,Parking Lot,"E 5th Ave And, Xx Columbus, Oh, 43201",Address,Columbus Division Of Police (Oh),39.9929821,-83.00122100000002,20,1611.4259797879827
396,396,Motor Vehicle Theft,230690552,Motor Vehicle Theft - Generalist,9/3/2023,7:00:00 PM,Garage/shed,"9xx E 13th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.9972463,-82.9842607,19,724.5354296893433
397,397,All Other - Criminal,230689122,Menacing - Ziu,9/3/2023,6:00:00 PM,Gas Station,"11xx Duxberry Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091135,-82.9760462,18,987.1714033344566
398,398,Vandalism,230688993,Damage To Property,9/3/2023,5:20:00 PM,Multiple Dwelling,"Xx Mcmillan Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9909108,-83.0069855,17,639.7677243733417
399,399,Motor Vehicle Theft,230691829,Motor Vehicle Theft - Generalist,9/3/2023,5:00:00 PM,Street,"3xx E 12th Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.996278,-82.9866104,17,1018.0792914637489
400,400,Theft,230688747,Theft - Misdemeanor - Ziu,9/3/2023,3:15:00 PM,Financial Institution,"27xx Cleveland Ave, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0414902,-82.9607468,15,377.2824947556995
401,401,Motor Vehicle Theft,230688639,Motor Vehicle Theft - Generalist,9/3/2023,3:00:00 PM,Street,"16xx Mulby Pl, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0145936,-82.9661531,15,1814.0381217676593
402,402,Theft,01-23-005773,Larceny/theft,9/3/2023,2:00:00 PM,,"17xx Olentangy River Rd, Clinton Twp, Oh 43224",Address,Franklin County Sheriff's Office,40.0201128,-83.02456,14,370.78926117722995
403,403,Assault - Simple,230688459,Domestic Violence,9/3/2023,1:10:00 PM,Single Family Home,"11xx Loretta Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0147246,-82.9701322,13,1079.3708517920043
404,404,Burglary - Residential,230693977,Burglary - Residential,9/3/2023,1:00:00 PM,Multiple Dwelling,"20xx Iuka Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.0047061,-83.0022502,13,824.6212716765963
405,405,Robbery - Individual,230687500,Robbery - Individual,9/3/2023,3:42:00 AM,Street,"Westerville Rd Cleveland Ave Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0210854,-82.9648443,3,532.2338394544464
406,406,Robbery - Individual,230687837,Robbery - Individual,9/3/2023,3:30:00 AM,Street,"Xx And, Cleveland Columbus, Oh 43202",Intersection,Columbus Division Of Police (Oh),40.0215545,-83.0092803,3,551.2060635869773
407,407,Traffic Incident,230687471,Traffic Arrest,9/3/2023,2:20:00 AM,Street,"N High Ave & W 4th St, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9852551,-83.0051539,2,844.2568228602524
408,408,Assault - Simple,230687374,Domestic Violence,9/3/2023,1:34:00 AM,Single Family Home,"13xx E 17th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0003473,-82.9754196,1,1255.4304114315357
409,409,Robbery - Individual,230687363,Robbery - Individual,9/3/2023,1:25:00 AM,Street,"N High Pl & Clark St, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9891481,-83.0058988,1,1464.538891235416
410,410,Drugs / Narcotics Violation,230687318,Drug Offense,9/3/2023,1:05:00 AM,Street,"Denune Avenue/joyce Ave Columbus, Oh 43211",Intersection,Columbus Division Of Police (Oh),40.0218497,-82.95993089999999,1,680.6276086414703
411,411,Driving Under the Influence (DUI),23000721,Driving While Under The Influence Of Alcohol/ Drugs,9/3/2023,1:02:00 AM,,"8xx Burr Ave, Grandview Heights, Oh",Address,Grandview Heights Police Department,39.9764059,-83.0314902,1,518.7322150602694
412,412,Vandalism,233010381,Damage To Property,9/3/2023,12:24:00 AM,Street,"14xx N 4th St, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9944071,-82.9990764,12,3011.4411079857596
413,413,Assault - Simple,230687227,Domestic Violence,9/3/2023,12:20:00 AM,Multiple Dwelling,"14xx N 4th St, Apt F Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9944071,-82.9990764,12,3011.4411079857596
414,414,Sexual Offense,230687481,Public Indecency,9/3/2023,12:00:00 AM,Street,"1xx E Oakland Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),40.0088267,-83.0032451,12,777.3903074643202
415,415,Burglary - Residential,230687147,Burglary - Residential,9/2/2023,11:51:00 PM,Single Family Home,"14xx E Blake Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0103169,-82.9674854,23,606.0895338166779
416,416,All Other - Criminal,230687017,Menacing - Ziu,9/2/2023,10:55:00 PM,Single Family Home,"14xx Brooks Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),39.996448,-82.9750753,22,1282.6435948901888
417,417,Motor Vehicle Theft,230686820,Motor Vehicle Theft - Generalist,9/2/2023,9:20:00 PM,Restaurant,"8xx W 3rd Ave, Columbus, Oh 43201",Address,Columbus Division Of Police (Oh),39.9838674,-83.0151611,21,1680.1956102382806
418,418,Vandalism,230686634,Damage To Property,9/2/2023,8:06:00 PM,,"11xx E Weber Rd, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.023496,-82.9819422,20,1054.951029990072
419,419,Traffic Incident,230686514,Traffic Arrest,9/2/2023,7:20:00 PM,Street,"11xx Dublin Rd, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9737965,-83.0484493,19,494.7779379314977
420,420,All Other - Criminal,230686467,Menacing - Ziu,9/2/2023,7:08:00 PM,Single Family Home,"23xx Grasmere Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0185699,-82.9829591,19,737.3799718722167
421,421,All Other - Criminal,233010334,Menacing - Ziu,9/2/2023,5:30:00 PM,Street,"Summit & E 15th, Columbus, Oh 43201",Intersection,Columbus Division Of Police (Oh),39.9997109,-83.00116729999999,17,625.4419154291396
422,422,Weapons Violation,230686059,Weapons Offense,9/2/2023,4:35:00 PM,70 - Other Vehicle,"13xx Manchester Ave, Columbus, Oh 43224",Address,Columbus Division Of Police (Oh),40.0221687,-82.9739738,16,984.3922106867551
423,423,Robbery - Individual,230686454,Robbery - Individual,9/2/2023,4:30:00 PM,Parking Lot,"Xx S Young St, Columbus, Oh 43215",Address,Columbus Division Of Police (Oh),39.9607478,-82.994994,16,534.4061148042248
424,424,Theft,230685912,Theft - Misdemeanor - Ziu,9/2/2023,3:36:00 PM,Street,"1xx W North, Broadway Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.031622,-83.0277693,15,507.92963357133294
425,425,Burglary - Residential,230687119,Burglary - Residential,9/2/2023,1:45:00 PM,Multiple Dwelling,"31xx Dorriss Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),40.0247723,-83.0196795,13,371.3010655637097
426,426,Theft,230685480,Theft Of Utilities,9/2/2023,12:45:00 PM,Single Family Home,"11xx E 26th Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0080923,-82.9720703,24,2061.3658684433008
427,427,All Other - Non-Criminal,230685538,Missing Person,9/2/2023,12:20:00 PM,Single Family Home,"10xx Duxberry Ave, Columbus, Oh 43211",Address,Columbus Division Of Police (Oh),40.0091135,-82.9760462,24,1676.1211777247386
428,428,Theft,230685274,Theft - Misdemeanor - Ziu,9/2/2023,10:52:00 AM,Grocery/supermarket,"8xx W 3rd Ave, Columbus, Oh 43202",Address,Columbus Division Of Police (Oh),39.9846869,-83.0339917,10,371.0066611794918
